trades,avg_return_gross,avg_return_net,sharpe_gross,sharpe_net,win_rate_gross,win_rate_net,max_dd,stop_level
21,2.627839821626927,2.4378398216269277,7.014809994023359,6.507620062622109,71.42857142857143,71.42857142857143,-6.570000000000002,2.0
21,2.4849826787697844,2.294982678769785,6.3784884998268625,5.890793826813258,71.42857142857143,71.42857142857143,-8.070000000000002,2.5
21,2.3421255359126416,2.152125535912642,5.782180058494674,5.313112882432356,71.42857142857143,71.42857142857143,-9.57,3.0
21,2.0612897471544778,1.8712897471544778,4.719940037376672,4.284878150352033,71.42857142857143,71.42857142857143,-12.46755156392145,4.0
21,1.8441169475119632,1.6541169475119635,3.9865739300734315,3.5758358541960407,71.42857142857143,71.42857142857143,-14.028180356414246,5.0
