date,type,rating,surprise_pct,vix,vix_ma_20,vix_change_5d,vix_change_20d,vix_above_20,rsi_14,ma_5,ma_20,ma_50,volatility_20,momentum_5d,momentum_20d,price,fed_funds_rate,fed_rate_change_3m,returns,target
2019-06-01,CPI,-3.0,-6.187416892642481,18.709999084472656,16.932999849319458,1.789999008178711,4.289999008178711,0,83.61490228151783,93.24139862060547,92.19955368041992,91.53766067504883,0.27345844275062525,1.4059625228088901,3.3890366591429633,94.00788879394531,2.38,-0.03000000000000025,-0.3662682068971143,0
2019-08-01,NFP,5.0,60.775370581527945,17.8700008392334,13.55199999809265,5.130001068115234,5.30000114440918,0,77.72486647445291,95.22421722412109,94.9141227722168,94.54511978149414,0.36237478097126735,1.5130584588610718,0.7491233000964437,96.26817321777344,2.13,-0.26000000000000023,1.0728747409863733,1
2019-08-01,CPI,-2.0,-2.526357104894732,17.8700008392334,13.55199999809265,5.130001068115234,5.30000114440918,0,77.72486647445291,95.22421722412109,94.9141227722168,94.54511978149414,0.36237478097126735,1.5130584588610718,0.7491233000964437,96.26817321777344,2.13,-0.26000000000000023,1.0728747409863733,1
2019-09-01,NFP,2.0,5.244122965641948,18.979999542236328,19.102999925613403,-0.8900012969970703,1.3699989318847656,0,60.81332941189852,98.94479370117188,98.24005851745605,96.31212997436523,0.40649610798187474,0.20213373429924797,2.573095419205562,98.94999694824219,2.04,-0.33999999999999986,-0.6487351230717993,0
2019-09-01,CPI,-3.0,-7.4014920435159395,18.979999542236328,19.102999925613403,-0.8900012969970703,1.3699989318847656,0,60.81332941189852,98.94479370117188,98.24005851745605,96.31212997436523,0.40649610798187474,0.20213373429924797,2.573095419205562,98.94999694824219,2.04,-0.33999999999999986,-0.6487351230717993,0
2019-10-01,NFP,-4.0,-46.728971962616825,18.559999465942383,15.503999853134156,1.510000228881836,-1.1000003814697266,0,60.051663271286245,97.68622131347657,97.49737586975098,97.42390808105469,0.45085148693560634,0.05456924591280554,-1.1295759991315601,98.04718017578125,1.83,-0.5699999999999998,0.8702273088044422,1
2019-10-01,CPI,-2.0,-2.9144487968582515,18.559999465942383,15.503999853134156,1.510000228881836,-1.1000003814697266,0,60.051663271286245,97.68622131347657,97.49737586975098,97.42390808105469,0.45085148693560634,0.05456924591280554,-1.1295759991315601,98.04718017578125,1.83,-0.5699999999999998,0.8702273088044422,1
2020-02-01,CPI,4.0,15.452401531497163,18.84000015258789,14.014500045776368,4.279999732971191,6.369999885559082,0,81.34829918635428,99.14560394287109,97.88986778259277,97.33887115478515,0.30095756388054445,1.423000225020754,2.9892678705135234,99.72451782226562,1.58,0.030000000000000027,-1.010623387102517,0
2020-02-01,NFP,4.0,43.013698630136986,18.84000015258789,14.014500045776368,4.279999732971191,6.369999885559082,0,81.34829918635428,99.14560394287109,97.88986778259277,97.33887115478515,0.30095756388054445,1.423000225020754,2.9892678705135234,99.72451782226562,1.58,0.030000000000000027,-1.010623387102517,0
2020-03-01,NFP,-5.0,-847.7252453166815,40.11000061035156,19.589499998092652,23.030000686645508,24.6200008392334,1,87.88085819854876,101.4381332397461,99.80405921936035,98.32547561645508,0.40450560266095703,2.634557164726803,3.47894478090236,102.67804718017578,0.65,-0.9,0.9398598827900251,1
2020-03-01,CPI,-5.0,-29.809902690764545,40.11000061035156,19.589499998092652,23.030000686645508,24.6200008392334,1,87.88085819854876,101.4381332397461,99.80405921936035,98.32547561645508,0.40450560266095703,2.634557164726803,3.47894478090236,102.67804718017578,0.65,-0.9,0.9398598827900251,1
2020-04-01,NFP,-5.0,-26033.191489361707,57.060001373291016,61.252000427246095,-6.8899993896484375,25.07000160217285,1,61.79880277292963,106.2171875,104.70823554992675,101.80522903442383,1.284997465081694,1.8152105029633603,3.2457834846901346,106.93402862548828,0.05,-1.5,0.09029643643715204,1
2020-04-01,CPI,-5.0,-85.07037375834823,57.060001373291016,61.252000427246095,-6.8899993896484375,25.07000160217285,1,61.79880277292963,106.2171875,104.70823554992675,101.80522903442383,1.284997465081694,1.8152105029633603,3.2457834846901346,106.93402862548828,0.05,-1.5,0.09029643643715204,1
2020-05-01,CPI,-5.0,-89.34400617762502,37.189998626708984,39.9875,1.2599983215332031,-13.720001220703125,1,62.539263606276045,106.90384979248047,106.77157249450684,105.07522384643555,0.34108984930726516,-0.24712273698554998,-0.009708697694832402,106.94120025634766,0.05,-1.53,-0.05750875169624421,0
2020-05-01,NFP,5.0,174.6149458071877,37.189998626708984,39.9875,1.2599983215332031,-13.720001220703125,1,62.539263606276045,106.90384979248047,106.77157249450684,105.07522384643555,0.34108984930726516,-0.24712273698554998,-0.009708697694832402,106.94120025634766,0.05,-1.53,-0.05750875169624421,0
2020-06-01,CPI,-5.0,-53.59395871312992,28.229999542236328,30.449000072479247,0.06999969482421875,-8.959999084472656,1,60.576902947579974,106.9503158569336,106.89120063781738,106.62841690063476,0.2870926819750146,0.009760214331455686,0.14946140032705557,107.10103607177734,0.08,-0.5700000000000001,-0.7554950877076256,0
2020-06-01,NFP,5.0,249.1625509984969,28.229999542236328,30.449000072479247,0.06999969482421875,-8.959999084472656,1,60.576902947579974,106.9503158569336,106.89120063781738,106.62841690063476,0.2870926819750146,0.009760214331455686,0.14946140032705557,107.10103607177734,0.08,-0.5700000000000001,-0.7554950877076256,0
2020-07-01,NFP,5.0,167.28971962616822,28.6200008392334,31.626000118255615,-5.219999313354492,2.960000991821289,1,50.416744111462194,107.17140655517578,106.64106979370118,106.79754425048829,0.28720952201911815,0.04919169283044145,0.6866691678825143,107.02176666259766,0.09,0.039999999999999994,-0.024687121214335472,0
2020-07-01,CPI,-5.0,-21.947467718762244,28.6200008392334,31.626000118255615,-5.219999313354492,2.960000991821289,1,50.416744111462194,107.17140655517578,106.64106979370118,106.79754425048829,0.28720952201911815,0.04919169283044145,0.6866691678825143,107.02176666259766,0.09,0.039999999999999994,-0.024687121214335472,0
2020-08-01,CPI,5.0,26.835955766023762,24.459999084472656,26.70950002670288,-1.3800010681152344,-3.220001220703125,1,77.08209211215222,107.8862533569336,107.5521629333496,107.05932357788086,0.1479468969131248,0.3760306361330068,0.8872921963086089,108.1045913696289,0.1,0.05,0.008120003770506099,1
2020-08-01,NFP,5.0,173.45021916092674,24.459999084472656,26.70950002670288,-1.3800010681152344,-3.220001220703125,1,77.08209211215222,107.8862533569336,107.5521629333496,107.05932357788086,0.1479468969131248,0.3760306361330068,0.8872921963086089,108.1045913696289,0.1,0.05,0.008120003770506099,1
2020-09-01,NFP,5.0,149.73415845899066,26.1200008392334,22.938000011444093,4.090000152587891,2.3600006103515625,1,54.823566231124325,107.0628677368164,107.36749496459962,107.43226943969727,0.21729411404474847,0.20410866558586704,-0.9358911073104714,107.40703582763672,0.09,0.009999999999999995,0.27086128019815237,1
2020-09-01,CPI,5.0,66.92677131116139,26.1200008392334,22.938000011444093,4.090000152587891,2.3600006103515625,1,54.823566231124325,107.0628677368164,107.36749496459962,107.43226943969727,0.21729411404474847,0.20410866558586704,-0.9358911073104714,107.40703582763672,0.09,0.009999999999999995,0.27086128019815237,1
2020-10-01,NFP,5.0,145.43561643835613,26.700000762939453,27.73050003051758,-1.8099994659423828,0.13000106811523438,1,45.272423428482504,107.56556243896485,107.46032829284668,107.50940368652344,0.17188015656625977,-0.07455727097971376,-0.08274398783177928,107.46792602539062,0.09,0.0,-0.7306668817259874,0
2020-10-01,CPI,5.0,50.75608579566476,26.700000762939453,27.73050003051758,-1.8099994659423828,0.13000106811523438,1,45.272423428482504,107.56556243896485,107.46032829284668,107.50940368652344,0.17188015656625977,-0.07455727097971376,-0.08274398783177928,107.46792602539062,0.09,0.0,-0.7306668817259874,0
2020-11-01,NFP,-5.0,-86.54149705076016,38.02000045776367,29.665999698638917,10.470001220703125,10.39000129699707,1,33.2303015492364,106.42506713867188,106.6571117401123,107.09615371704102,0.2508475201452095,-0.2658564375237371,-1.339496046022226,105.92393493652344,0.09,-0.010000000000000009,0.6157181376954881,1
2020-11-01,CPI,5.0,21.331731697259084,38.02000045776367,29.665999698638917,10.470001220703125,10.39000129699707,1,33.2303015492364,106.42506713867188,106.6571117401123,107.09615371704102,0.2508475201452095,-0.2658564375237371,-1.339496046022226,105.92393493652344,0.09,-0.010000000000000009,0.6157181376954881,1
2020-12-01,NFP,-5.0,-111.33010009286967,20.770000457763672,24.17750005722046,-1.8899993896484375,-16.360000610351562,1,57.13565603388636,106.07748107910156,106.06209030151368,106.56436431884765,0.3569620088458043,-0.42441585510129,-0.3664425669602678,105.71698760986328,0.09,0.0,0.10029201379825278,1
2020-12-01,CPI,4.0,16.64917321020772,20.770000457763672,24.17750005722046,-1.8899993896484375,-16.360000610351562,1,57.13565603388636,106.07748107910156,106.06209030151368,106.56436431884765,0.3569620088458043,-0.42441585510129,-0.3664425669602678,105.71698760986328,0.09,0.0,0.10029201379825278,1
2021-01-01,CPI,3.0,9.957553404813591,22.75,22.514500045776366,-0.5599994659423828,1.5799999237060547,1,53.517729658299174,105.93525085449218,105.86055641174316,106.01827575683593,0.17322882145162877,0.26751132078357553,0.4629960953860923,106.02894592285156,0.09,0.0,-0.8167889585262764,0
2021-01-01,NFP,-5.0,-55.095345499282345,22.75,22.514500045776366,-0.5599994659423828,1.5799999237060547,1,53.517729658299174,105.93525085449218,105.86055641174316,106.01827575683593,0.17322882145162877,0.26751132078357553,0.4629960953860923,106.02894592285156,0.09,0.0,-0.8167889585262764,0
2021-02-01,NFP,-3.0,-16.511755057408415,30.239999771118164,25.176499843597412,7.049999237060547,7.489999771118164,1,63.80458851309757,105.09337615966797,104.9270092010498,105.5299900817871,0.24958594647744733,-0.22840577020525332,-0.9686901732738118,105.0018539428711,0.08,-0.009999999999999995,-0.4969554530425234,0
2021-02-01,CPI,5.0,29.030973442175785,30.239999771118164,25.176499843597412,7.049999237060547,7.489999771118164,1,63.80458851309757,105.09337615966797,104.9270092010498,105.5299900817871,0.24958594647744733,-0.22840577020525332,-0.9686901732738118,105.0018539428711,0.08,-0.009999999999999995,-0.4969554530425234,0
2021-03-01,CPI,5.0,93.37971454199037,23.350000381469727,23.15099992752075,-0.10000038146972656,-9.739999771118164,1,29.281531005627855,102.39958801269532,103.66358795166016,104.62804077148438,0.42285070955444193,-0.618932228666802,-2.4730449190965675,102.27745056152344,0.07,-0.01999999999999999,-0.35476673745739684,0
2021-03-01,NFP,5.0,89.93469074145219,23.350000381469727,23.15099992752075,-0.10000038146972656,-9.739999771118164,1,29.281531005627855,102.39958801269532,103.66358795166016,104.62804077148438,0.42285070955444193,-0.618932228666802,-2.4730449190965675,102.27745056152344,0.07,-0.01999999999999999,-0.35476673745739684,0
2021-04-01,CPI,5.0,164.84787007440195,17.329999923706055,20.851500034332275,-2.479999542236328,-11.239999771118164,0,44.21960899016825,100.22772369384765,100.71313934326172,102.5701318359375,0.3396994158855914,-0.4647997772482926,-1.0034134746029766,100.39256286621094,0.07,-0.01999999999999999,0.20290829137995423,1
2021-04-01,NFP,-2.0,-11.550888529886919,17.329999923706055,20.851500034332275,-2.479999542236328,-11.239999771118164,0,44.21960899016825,100.22772369384765,100.71313934326172,102.5701318359375,0.3396994158855914,-0.4647997772482926,-1.0034134746029766,100.39256286621094,0.07,-0.01999999999999999,0.20290829137995423,1
2021-05-01,CPI,5.0,140.70671902821087,18.610000610351562,17.420500087738038,1.2800006866455078,1.2800006866455078,0,56.56012558869701,101.01251525878907,100.99036102294922,101.1570573425293,0.28222893553407863,-0.45411020099986876,0.5557787293442029,100.95052337646484,0.06,-0.03,0.2541435738795784,1
2021-05-01,NFP,3.0,17.488372093023262,18.610000610351562,17.420500087738038,1.2800006866455078,1.2800006866455078,0,56.56012558869701,101.01251525878907,100.99036102294922,101.1570573425293,0.28222893553407863,-0.45411020099986876,0.5557787293442029,100.95052337646484,0.06,-0.03,0.2541435738795784,1
2021-06-01,NFP,5.0,107.5619295958279,17.899999618530273,19.739999866485597,-0.5,-0.4099998474121094,0,55.09721216252681,101.47493896484374,101.22516326904297,100.99308258056641,0.22378383805681568,0.05160139414135401,0.2357269354992919,101.36080169677734,0.08,0.009999999999999995,-0.14000159421170183,0
2021-06-01,CPI,5.0,99.02099942620161,17.899999618530273,19.739999866485597,-0.5,-0.4099998474121094,0,55.09721216252681,101.47493896484374,101.22516326904297,100.99308258056641,0.22378383805681568,0.05160139414135401,0.2357269354992919,101.36080169677734,0.08,0.009999999999999995,-0.14000159421170183,0
2021-07-01,NFP,5.0,70.3048780487805,15.479999542236328,16.755499935150148,-0.49000072479248047,-2.5600013732910156,0,47.451410698934254,102.22044219970704,102.1512294769287,101.58725402832032,0.3197363430036495,0.24058375580273683,1.1100204319556717,102.34244537353516,0.1,0.03,0.8930889729107802,1
2021-07-01,CPI,5.0,57.85618472749579,15.479999542236328,16.755499935150148,-0.49000072479248047,-2.5600013732910156,0,47.451410698934254,102.22044219970704,102.1512294769287,101.58725402832032,0.3197363430036495,0.24058375580273683,1.1100204319556717,102.34244537353516,0.1,0.03,0.8930889729107802,1
2021-08-01,CPI,5.0,29.849182199023712,18.239999771118164,17.709500217437743,1.039999008178711,2.760000228881836,0,63.54525245674788,104.28758087158204,103.82968254089356,102.66766082763672,0.36918652864581825,0.41805620222072903,2.063637052863787,104.45442199707031,0.09,0.03,0.0,0
2021-08-01,NFP,-3.0,-24.024960998439937,18.239999771118164,17.709500217437743,1.039999008178711,2.760000228881836,0,63.54525245674788,104.28758087158204,103.82968254089356,102.66766082763672,0.36918652864581825,0.41805620222072903,2.063637052863787,104.45442199707031,0.09,0.03,0.0,0
2021-09-01,CPI,4.0,17.212445611579174,16.110000610351562,17.25750002861023,-0.6800003051757812,-1.8599987030029297,0,60.44965176575895,104.01930084228516,104.04150276184082,103.75003555297852,0.2716563381413143,0.37677536352642704,-0.7871657169128299,104.08678436279297,0.08,0.0,-0.11949104817661806,0
