instrument,trades,total_pnl,avg_pnl,win_rate,sharpe,max_dd,profit_factor
TLT,75,4.851967065741171,0.06469289420988228,45.33333333333333,0.4598206290187352,-15.120802877731712,1.106264780308035
IEF,75,5.737341817110693,0.07649789089480924,45.33333333333333,1.1333258978701013,-6.391059366123119,1.2908475823955412
