date,type,actual,consensus,surprise,surprise_pct,rating,vix,trend,1d,2d,3d,5d
2021-10-01,NFP,857000.0,577666.6666666666,279333.3333333334,48.35545297172534,4.0,21.100000381469727,downtrend,-0.12110706612751584,-0.4324690434070643,-0.4065302521265356,-1.0206598947248737
2021-12-01,NFP,575000.0,695666.6666666666,-120666.66666666663,-17.345471969333968,-3.0,31.1200008392334,uptrend,-0.21563559845308175,0.3709142179300062,-0.12939022749045703,-0.828081197171477
2022-01-01,NFP,225000.0,658833.3333333334,-433833.3333333334,-65.84872248924867,-5.0,17.219999313354492,uptrend,-0.052644877282289164,-0.47397669876273646,-0.7197254201879393,-1.07083151482986
2022-02-01,NFP,869000.0,541166.6666666666,327833.3333333334,60.5789959963043,5.0,21.959999084472656,downtrend,0.20477748132987345,-0.22260242681188552,-0.9883517293471242,-1.282162567157633
2022-07-01,NFP,696000.0,428666.6666666667,267333.3333333333,62.363919129082426,5.0,26.700000762939453,downtrend,0.3680891581662794,-0.4842810384517564,-1.094510715843914,-0.9201734941060533
2022-08-01,NFP,237000.0,507166.6666666667,-270166.6666666667,-53.26979953992771,-5.0,22.84000015258789,uptrend,-1.3825972356894292,-0.9753842536653146,-0.4734974875930496,-1.3352040954487239
2022-10-01,NFP,400000.0,361166.6666666667,38833.333333333314,10.752191970466077,2.0,31.6200008392334,downtrend,0.2062893709216317,-0.7427202220791631,-1.2894677219705897,-2.3519866132979947
2022-12-01,NFP,126000.0,386333.3333333333,-260333.3333333333,-67.38567730802416,-5.0,19.84000015258789,uptrend,0.20308757052945964,-0.8123588310137186,-0.20310466832121998,0.10155233416060999
2023-04-01,NFP,216000.0,276333.3333333333,-60333.333333333314,-21.833534378769595,-3.0,18.700000762939453,uptrend,0.6439610232260193,1.0665326124474148,1.0967132966078996,0.0603697705158914
2023-05-01,NFP,227000.0,245666.66666666666,-18666.666666666657,-7.598371777476251,-2.0,16.079999923706055,uptrend,1.3018937437382476,1.9629873660035817,1.942668445377183,0.772983258158411
2023-06-01,NFP,257000.0,234000.0,23000.0,9.82905982905983,2.0,15.649999618530273,downtrend,-0.7950978567314113,-0.8256739815816337,-0.7645302040687342,-0.8256739815816337
2024-08-01,NFP,71000.0,159000.0,-88000.0,-55.34591194968554,-5.0,18.59000015258789,uptrend,1.5490247803227295,1.652963744489726,0.7485318060130794,0.08316281063529554
2024-10-01,NFP,44000.0,132833.33333333334,-88833.33333333334,-66.87578419071518,-5.0,19.260000228881836,uptrend,-0.28516274436997896,-0.7943668941761217,-1.7517024345384713,-2.0266958317497705
2024-11-01,NFP,261000.0,120500.0,140500.0,116.597510373444,5.0,21.8799991607666,downtrend,0.5337934362901695,0.5871829332308075,-0.4483702411851487,0.5658271344545522
2015-07-01,CPI,0.22568611104094582,-0.03806994782651155,0.2637560588674574,692.8195963635657,5.0,16.09000015258789,downtrend,0.35473043064669113,1.0642369904908628,1.3327068366677128,1.025868487248185
2015-09-01,CPI,0.008842961634170088,0.09258877729283281,-0.08374581565866272,-90.4492078924401,-5.0,31.399999618530273,uptrend,-0.2718895400969587,-0.02813418420086489,0.28122602681086195,-0.12189104124009924
2016-01-01,CPI,1.2375025026943876,0.2797487333891846,0.957753769305203,342.36214681007414,5.0,18.209999084472656,downtrend,-0.028225892647195043,0.5752684532673986,0.7921954382539672,0.7261687603765116
2016-11-01,CPI,1.6843334719788938,1.2193352976578236,0.46499817432107027,38.135382057278925,5.0,18.559999465942383,downtrend,0.3002518632210994,0.2365723424177531,0.5459224902394636,-0.22744017221341525
2018-03-01,CPI,2.3309497646499366,2.153089227751215,0.17786053689872183,8.260713704117482,3.0,22.469999313354492,downtrend,-0.37096734563066885,-0.49781350049350254,-0.5075797673818927,-0.3025946070514576
2018-04-01,CPI,2.4709963021052994,2.1781533167976743,0.2928429853076251,13.444553376902022,4.0,19.969999313354492,downtrend,-0.3199843610513815,-0.3781729333753164,-0.6302911548883195,-0.1745305258182977
2018-12-01,CPI,2.0023809043401064,2.5460025816208094,-0.543621677280703,-21.35196881594002,-5.0,18.06999969482422,uptrend,0.46175817576705097,0.7172027880751812,1.0119452219945346,0.8154385702680577
2019-01-01,CPI,1.4875893578291333,2.4118076167451576,-0.9242182589160244,-38.32056307058597,-5.0,25.420000076293945,uptrend,0.7948923729909135,-0.019157014560611047,-0.2968270607977083,-0.48843133916918285
2019-02-01,CPI,1.5188615351321877,2.184051712123025,-0.6651901769908375,-30.45670454131482,-5.0,16.139999389648438,uptrend,-0.2209421409530057,-0.048003047595619595,0.02882745296000287,0.48998982711215544
2019-06-01,CPI,1.671194894390049,1.78141869569625,-0.11022380130620113,-6.187416892642481,-3.0,18.709999084472656,uptrend,-0.3662680885656721,-0.3662680885656721,-0.38462672324216884,-0.4853044096665118
2019-08-01,CPI,1.7376412106666406,1.782678023572563,-0.04503681290592243,-2.526357104894732,-2.0,17.8700008392334,uptrend,0.20735357040990687,1.0728510505694973,1.2351343047081482,1.2441451979032279
2019-09-01,CPI,1.6844977040391562,1.8191413028283054,-0.13464359878914922,-7.4014920435159395,-3.0,18.979999542236328,uptrend,0.15783123344320354,-0.6486890621608868,-0.5873722242109805,-1.9198555846137357
2019-10-01,CPI,1.7339736996186295,1.7860265282837648,-0.05205282866513539,-2.9144487968582515,-2.0,18.559999465942383,uptrend,0.34634808971248127,0.8702900336489114,1.065640938888899,0.9413026750040249
2020-03-01,CPI,1.4940399642909163,2.128562320847978,-0.6345223565570617,-29.809902690764545,-5.0,40.11000061035156,uptrend,1.1620099718760262,0.9398451515886952,1.8369883197472174,3.7935763963243727
2020-04-01,CPI,0.3130472940411133,2.0968193642232715,-1.7837720701821582,-85.07037375834823,-5.0,57.060001373291016,uptrend,0.0163669390684686,0.09025360907416208,-0.3611856684403463,-0.9275359837215308
