fold,trades,accuracy,avg_pnl,total_pnl
1,45,0.35555555555555557,-0.40046309635954724,-18.020839336179627
2,50,0.48,0.055947453010849184,2.797372650542459
3,42,0.6904761904761905,0.7935617726272998,33.32959445034659
4,47,0.7021276595744681,0.45246175776191294,21.265702614809907
5,45,0.5111111111111111,0.6127211874734618,27.572453436305782
