label,trades,wins,losses,win_rate,sharpe,avg_return,total_return,max_dd,avg_winner,avg_loser,stopped_count,stopped_rate
1-day hold,163,85,78,52.14723926380368,0.423029586399091,0.2693370285237823,43.90193564937651,-44.249605402968214,3.2486088192674547,-2.9773053075430393,0,0.0
2-day hold,163,90,73,55.21472392638037,0.12979944184981987,0.11311545973982125,18.437819937590863,-58.836023595253934,3.8196401886828792,-4.456572562244771,0,0.0
5-day hold,163,84,79,51.533742331288344,0.6258260244549902,0.680803088801057,110.9709034745723,-73.02000024487837,6.2209245128724,-5.209958931730498,0,0.0
