date,type,rating,prediction,confidence,returns,pnl,fold
2018-04-01,CPI,4.0,0,0.7470411,-3.0056351411834,3.0056351411834,1
2018-07-01,GDP,-5.0,1,0.87959725,2.431455795485581,2.431455795485581,1
2018-07-01,NFP,-5.0,1,0.87959725,2.431455795485581,2.431455795485581,1
2018-07-01,PMI,-5.0,1,0.87959725,2.431455795485581,2.431455795485581,1
2018-11-01,RETAIL,5.0,0,0.8801309,-2.6598894937601205,2.6598894937601205,1
2018-12-01,NFP,4.0,0,0.6917143,5.990508222540471,-5.990508222540471,1
2019-01-01,GDP,-4.0,0,0.8915881,-0.050822090439838236,0.050822090439838236,1
2019-01-01,CPI,-5.0,0,0.8915881,-0.050822090439838236,0.050822090439838236,1
2019-02-01,PMI,-5.0,1,0.7228787,-0.05229255659870183,-0.05229255659870183,1
2019-02-01,CPI,-5.0,1,0.7060458,-0.05229255659870183,-0.05229255659870183,1
2019-02-01,NFP,-5.0,1,0.7228787,-0.05229255659870183,-0.05229255659870183,1
2019-06-01,RETAIL,-5.0,1,0.8103926,-5.01405621576888,-5.01405621576888,1
2019-06-01,CPI,-3.0,1,0.7973856,-5.01405621576888,-5.01405621576888,1
2019-08-01,CPI,-2.0,1,0.838137,8.096906145889356,8.096906145889356,1
2019-09-01,CPI,-3.0,1,0.8412788,-4.8492233019445035,-4.8492233019445035,1
2019-09-01,RETAIL,-5.0,1,0.8519911,-4.8492233019445035,-4.8492233019445035,1
2019-09-01,PMI,-5.0,1,0.8519911,-4.8492233019445035,-4.8492233019445035,1
2019-10-01,CPI,-2.0,1,0.8836593,3.3580951890850494,3.3580951890850494,1
2019-10-01,PMI,-5.0,1,0.8918789,3.3580951890850494,3.3580951890850494,1
2019-10-01,NFP,-4.0,1,0.8918789,3.3580951890850494,3.3580951890850494,1
2019-10-01,GDP,-3.0,1,0.8836593,3.3580951890850494,3.3580951890850494,1
2020-02-01,RETAIL,-5.0,1,0.80910015,-7.2032539698897775,-7.2032539698897775,1
2020-03-01,CPI,-5.0,0,0.805991,1.4103474300648924,-1.4103474300648924,1
2020-03-01,NFP,-5.0,0,0.7927592,1.4103474300648924,-1.4103474300648924,1
2020-03-01,RETAIL,-5.0,0,0.7927592,1.4103474300648924,-1.4103474300648924,1
2020-03-01,PMI,-5.0,0,0.7927592,1.4103474300648924,-1.4103474300648924,1
2020-04-01,NFP,-5.0,0,0.8752758,2.6940729721221333,-2.6940729721221333,1
2020-04-01,GDP,-5.0,1,0.9196464,2.6940729721221333,2.6940729721221333,2
2020-04-01,RETAIL,-5.0,1,0.9196464,2.6940729721221333,2.6940729721221333,2
2020-04-01,CPI,-5.0,0,0.74270225,2.6940729721221333,-2.6940729721221333,2
2020-04-01,PMI,-5.0,1,0.9196464,2.6940729721221333,2.6940729721221333,2
2020-05-01,CPI,-5.0,0,0.95243585,-3.235298276576209,3.235298276576209,2
2020-06-01,NFP,5.0,0,0.9611425,-5.108191640130483,5.108191640130483,2
2020-06-01,PMI,5.0,0,0.96250486,-5.108191640130483,5.108191640130483,2
2020-06-01,RETAIL,5.0,0,0.96250486,-5.108191640130483,5.108191640130483,2
2020-07-01,NFP,5.0,0,0.903926,-1.0874918434423446,1.0874918434423446,2
2020-07-01,RETAIL,5.0,0,0.90710056,-1.0874918434423446,1.0874918434423446,2
2020-07-01,GDP,5.0,0,0.90710056,-1.0874918434423446,1.0874918434423446,2
2020-07-01,PMI,5.0,0,0.90710056,-1.0874918434423446,1.0874918434423446,2
2020-08-01,RETAIL,-5.0,0,0.9726206,1.4050121719432636,-1.4050121719432636,2
2020-09-01,PMI,5.0,0,0.9540084,3.845203813933973,-3.845203813933973,2
2020-09-01,CPI,5.0,0,0.9540084,3.845203813933973,-3.845203813933973,2
2020-09-01,NFP,5.0,0,0.9523526,3.845203813933973,-3.845203813933973,2
2020-09-01,RETAIL,5.0,0,0.9540084,3.845203813933973,-3.845203813933973,2
2020-10-01,NFP,5.0,0,0.97848964,-7.38437118275094,7.38437118275094,2
2020-10-01,GDP,5.0,0,0.9824876,-7.38437118275094,7.38437118275094,2
2020-10-01,CPI,5.0,0,0.9824876,-7.38437118275094,7.38437118275094,2
2020-10-01,PMI,5.0,0,0.9824876,-7.38437118275094,7.38437118275094,2
2020-11-01,CPI,5.0,0,0.6130205,4.396474091483695,-4.396474091483695,2
2020-12-01,CPI,4.0,0,0.97012895,-0.22414401885316534,0.22414401885316534,2
