label,trades,daily_sharpe,avg_return,win_rate,total_return,max_dd
BASELINE (Phase 3),53,0.8415555510500646,1.736237946035467,73.58490566037736,92.02061113987979,-10.516982461137857
HIGH-VOL PROXY (2020-2021),20,1.7393882971157677,2.4072200380385556,85.0,48.144400760771106,-4.586483258293235
INVERTED SIGNALS,53,-0.9823017251277972,-2.1162379460354677,22.641509433962266,-112.16061113987976,-117.03828181753846
TIGHT STOP (-1.5%),53,1.207231373426239,2.418562061108811,73.58490566037736,128.183789238767,-3.3799999999999955
