Date,Open,High,Low,Close,Volume
2010-01-04,61.30980161893809,61.96119116483656,61.01371436645504,61.665103912353516,9640
2010-01-05,62.19809101300245,63.50087670757961,62.178350649283516,62.928436279296875,14120
2010-01-06,62.27705095481561,62.454702193327115,59.94783244118988,60.30313491821289,24120
2010-01-07,60.184698751233995,61.11244169800274,60.02678787787125,60.30313491821289,9440
2010-01-08,60.915035975139936,60.915035975139936,59.21746737235011,59.9872932434082,12840
2010-01-11,59.77016536995696,60.204429236308535,59.02007980870902,59.197731018066406,4600
2010-01-12,61.941478784170926,62.47443848890223,61.48748053489114,62.29678726196289,14840
2010-01-13,61.487489129744716,61.8822723665328,59.78992000677311,59.96757125854492,8120
2010-01-14,60.91505234923052,62.612621408330384,60.63870529865936,62.41522979736328,21360
2010-01-15,63.67854055198725,64.38915161929319,63.56010437011718,63.56010437011719,20800
2010-01-19,62.94818118422492,63.777228328923144,62.47444254036038,63.303489685058594,15200
2010-01-20,64.32993015753928,65.3168882944267,64.31018979001865,65.00106048583984,7520
2010-01-21,64.86288983331075,66.56045903019752,64.68523857380367,66.40254211425781,12720
2010-01-22,65.92879820373376,66.34332179243225,65.17871249002333,65.86958312988281,11840
2010-01-25,64.64575449897086,65.25766971580501,64.64575449897086,64.76419067382812,7040
2010-01-26,65.94852921019029,65.94852921019029,64.27070075150736,64.82339477539062,8160
2010-01-27,64.92210388183594,65.79062582202457,64.34966937743305,64.92210388183594,10720
2010-01-28,63.678511785709524,64.6654694822521,63.61929070956994,64.25094604492188,13040
2010-01-29,64.05357388730438,66.26436220607722,64.03383352261804,66.1064453125,8880
2010-02-01,65.29712796373512,65.29712796373512,64.15225928453006,64.29043579101562,9120
2010-02-02,64.32991658179374,64.80365518274226,64.13252499607242,64.64574432373047,2000
2010-02-03,63.73772374157036,63.73772374157036,62.316508341938466,62.33624267578125,5080
2010-02-04,63.99434181244394,65.63268923953522,63.67851413312544,65.5537338256836,16400
2010-02-05,64.52730330033154,66.7183509413538,64.44834787678111,65.81034851074219,15960
2010-02-08,65.81034860112312,66.224872105223,65.59321666812674,66.16565704345703,6560
2010-02-09,65.53400860126202,66.303834605952,63.93513549988229,64.15226745605469,19120
2010-02-10,64.34964160726938,65.0405119926235,61.7440708872263,62.21781539916992,12720
2010-02-11,62.0993824048682,62.158597459893436,59.90833501025442,61.05320358276367,10960
2010-02-12,62.11914373678763,62.2573142531321,61.46774779202982,61.74409484863281,4360
2010-02-16,60.99400155788559,62.45469812503935,60.99400155788559,62.29678726196289,13720
2010-02-17,61.329573666811775,61.62566107230219,59.90835171089235,60.30313491821289,31280
2010-02-18,60.540010210450326,60.540010210450326,58.3489620979733,59.27669906616211,22880
2010-02-19,59.92809402124506,60.421573046413556,59.35565955683238,60.20444107055664,14880
2010-02-22,59.57278143414509,60.026785720595676,59.335915132613614,59.75043869018555,15760
2010-02-23,60.06624621322608,62.67181708095994,59.987290798063974,62.652076721191406,11800
2010-02-24,62.53364835004634,63.263999584771064,61.901998926418145,62.810001373291016,12440
2010-02-25,64.09304100149139,64.09304100149139,63.46138560919114,63.954864501953125,10000
2010-02-26,64.66549269095361,65.86958271767058,64.31018417832962,64.90235900878906,13000
2010-03-01,64.21148837325305,65.27740788721114,63.99436242121569,64.90235900878906,7880
2010-03-02,63.89567264544865,64.58654334617646,63.42192791724659,64.56680297851562,4480
2010-03-03,64.07331280167871,64.1522682347234,63.42191692525502,63.97461700439453,2280
2010-03-04,64.01407884564246,65.33660467306085,63.658776456381034,64.88260650634766,9840
2010-03-05,63.56011029289038,63.698286855267014,62.05993257187767,62.25732421875,13000
2010-03-08,61.58617860777653,61.704614771420346,61.34930628048891,61.40852737426758,4400
2010-03-09,61.68486027235395,61.72434099249311,60.46103023498559,61.48746871948242,8040
2010-03-10,60.77685661945923,61.09268430205517,60.125466918533625,61.05320358276367,3720
2010-03-11,60.7965836949996,62.079628480770694,60.4610157260798,61.546669006347656,6280
2010-03-12,61.408537963449696,63.066626468640436,61.408537963449696,62.790279388427734,5520
2010-03-15,62.71133331043974,62.75080802841711,61.98098175283065,62.7310676574707,3200
2010-03-16,62.81002503897526,64.15228584084853,62.81002503897526,64.1325454711914,7680
2010-03-17,64.68521805952857,64.94182468366803,64.17199878733713,64.86286926269531,4680
2010-03-18,64.8826104921036,64.92208519116191,63.99434844047163,64.29043579101562,68400
2010-03-19,64.46810150146484,65.06027633578832,63.61931395791951,64.46810150146484,2120
2010-03-22,64.68522428137634,64.9023502039578,64.56678812656905,64.82339477539062,4040
2010-03-23,64.04196747774662,64.39897186387972,63.64529997270928,63.724632263183594,16800
2010-03-24,61.384277042093544,62.137942642869525,59.57943925294025,60.19427490234375,24360
2010-03-25,59.69846340355183,60.01579863882155,58.11179327986938,58.94479751586914,23000
2010-03-26,58.5084457419441,59.579446589060325,58.48861115997323,59.5397834777832,9320
2010-03-29,59.16294658905169,59.16294658905169,58.17127798345133,58.686946868896484,20280
2010-03-30,58.587770459139755,59.38110521431474,58.03243855158281,59.3414421081543,20760
2010-03-31,59.976125485007216,60.57112674190741,59.500125690020205,60.531463623046875,17000
2010-04-01,59.698457774883,60.2537898447459,59.20262340798198,59.97612380981445,16080
2010-04-05,57.99279220694212,58.171291386544745,56.74329189705753,56.921791076660156,19960
2010-04-06,57.6952895345374,57.6952895345374,56.76312449476598,57.139957427978516,16400
2010-04-07,57.02094288409806,59.7777803034398,56.66394461928087,59.5397834777832,44760
2010-04-08,59.896774190266925,60.37277383422634,58.92494032287814,59.50010681152344,20400
2010-04-09,59.22245045041883,59.95628158836975,58.84561759010189,59.876949310302734,13920
2010-04-12,60.39262377049473,61.12646102883783,60.25378773156536,61.02729415893555,14880
2010-04-13,61.91980959590748,62.038805023809026,61.205806765164574,61.66197204589844,24040
2010-04-14,61.52313833423432,61.76113522841078,60.114967346191406,60.114967346191406,33680
2010-04-15,59.51994733334408,60.96778098924104,59.4009458973074,60.471946716308594,29360
2010-04-16,60.690128126827794,61.91979981059454,60.43229667023111,61.82063293457031,51800
2010-04-19,61.80080037846936,62.05863184353365,61.106632223502174,61.2057991027832,12000
2010-04-20,61.761131132661276,61.9991340637207,61.48346508153592,61.9991340637207,1920
2010-04-21,62.792470770035266,63.80397417498877,62.75280159624645,63.60564041137695,10080
2010-04-22,63.982488953473926,64.3394873939608,62.77265148989658,62.9114875793457,16320
2010-04-23,62.77262506411808,62.77262506411808,61.84045411919312,62.13795471191406,16760
2010-04-26,63.08995810786068,63.32795494239441,61.899955777197476,62.19745635986328,6640
2010-04-27,63.80397051618092,65.82697115741381,63.72463217315291,65.2121353149414,15760
2010-04-28,64.3592948316595,64.5576285599543,63.01062790032095,63.36762619018555,13600
2010-04-29,63.80396273190597,64.45846161337576,63.030456350413424,64.20063018798828,12120
2010-04-30,64.55762683231636,66.64013092368141,64.55762683231636,66.56079864501953,10920
2010-05-03,65.66829505028838,66.44179533771693,65.41045758603572,66.3426284790039,13480
2010-05-04,68.8218042445435,70.21014035322305,68.48463448279814,70.07130432128906,21600
2010-05-05,71.71748538118383,73.4231568457756,70.17047849590332,71.34065246582031,24440
2010-05-06,76.49731682609342,79.96815686261918,57.51677774814102,78.7186508178711,33320
2010-05-07,75.88247291151512,81.31681494355136,74.5536347340549,74.95030212402344,57360
2010-05-10,68.82181355272783,70.78531653289207,68.74248126060657,69.99198150634766,18800
2010-05-11,70.98366775747158,71.10266925127078,68.64333127431262,69.61516571044922,14200
2010-05-12,69.09948168208214,69.31765003148412,67.6318130493164,67.6318130493164,10200
2010-05-13,69.27796909472595,69.89280486494678,67.05663496229158,69.25814056396484,21320
2010-05-14,71.16213973406258,74.35531399001803,71.16213973406258,73.12564849853516,16560
