date,type,rating,prediction,confidence,returns,pnl,fold,strategy,weighted_pnl,vix,weight
2020-04-01,NFP,-5.0,0,0.8752758,2.6940729721221333,-2.6940729721221333,1,Phase4.5,-0.5388145944244266,57.060001373291016,0.19999999999999996
2020-04-01,GDP,-5.0,1,0.9196464,2.6940729721221333,2.6940729721221333,2,Phase4.5,0.5388145944244266,57.060001373291016,0.19999999999999996
2020-05-01,CPI,-5.0,0,0.8399129,-3.2352903325542366,3.2352903325542366,3,Phase3,2.5882322660433896,37.189998626708984,0.8
2020-05-01,CPI,-5.0,0,0.95243585,-3.235298276576209,3.235298276576209,2,Phase4.5,0.6470596553152417,37.189998626708984,0.19999999999999996
2020-06-01,NFP,5.0,0,0.9611425,-5.108191640130483,5.108191640130483,2,Phase4.5,1.0216383280260966,28.229999542236328,0.19999999999999996
2020-06-01,PMI,5.0,0,0.96250486,-5.108191640130483,5.108191640130483,2,Phase4.5,1.0216383280260966,28.229999542236328,0.19999999999999996
2020-06-01,RETAIL,5.0,0,0.96250486,-5.108191640130483,5.108191640130483,2,Phase4.5,1.0216383280260966,28.229999542236328,0.19999999999999996
2020-06-01,NFP,5.0,0,0.90165067,-5.108182804553503,5.108182804553503,1,Phase3,4.086546243642803,28.229999542236328,0.8
2020-07-01,RETAIL,5.0,0,0.90710056,-1.0874918434423446,1.0874918434423446,2,Phase4.5,0.21749836868846886,28.6200008392334,0.19999999999999996
2020-07-01,GDP,5.0,0,0.90710056,-1.0874918434423446,1.0874918434423446,2,Phase4.5,0.21749836868846886,28.6200008392334,0.19999999999999996
2020-07-01,PMI,5.0,0,0.90710056,-1.0874918434423446,1.0874918434423446,2,Phase4.5,0.21749836868846886,28.6200008392334,0.19999999999999996
2020-07-01,NFP,5.0,0,0.903926,-1.0874918434423446,1.0874918434423446,2,Phase4.5,0.21749836868846886,28.6200008392334,0.19999999999999996
2020-07-01,NFP,5.0,0,0.81876796,-1.0874919378186254,1.0874919378186254,1,Phase3,0.8699935502549003,28.6200008392334,0.8
2020-08-01,RETAIL,-5.0,0,0.9726206,1.4050121719432636,-1.4050121719432636,2,Phase4.5,-0.7025060859716318,15.0,0.5
2020-09-01,PMI,5.0,0,0.9540084,3.845203813933973,-3.845203813933973,2,Phase4.5,-0.7690407627867943,26.1200008392334,0.19999999999999996
2020-09-01,CPI,5.0,0,0.9540084,3.845203813933973,-3.845203813933973,2,Phase4.5,-0.7690407627867943,26.1200008392334,0.19999999999999996
2020-09-01,NFP,5.0,0,0.9523526,3.845203813933973,-3.845203813933973,2,Phase4.5,-0.7690407627867943,26.1200008392334,0.19999999999999996
2020-09-01,RETAIL,5.0,0,0.9540084,3.845203813933973,-3.845203813933973,2,Phase4.5,-0.7690407627867943,26.1200008392334,0.19999999999999996
2020-09-01,CPI,5.0,1,0.7080618,3.845186171513289,3.845186171513289,4,Phase3,3.076148937210631,26.1200008392334,0.8
2020-10-01,NFP,5.0,0,0.97848964,-7.38437118275094,7.38437118275094,2,Phase4.5,1.4768742365501877,26.700000762939453,0.19999999999999996
2020-10-01,GDP,5.0,0,0.9824876,-7.38437118275094,7.38437118275094,2,Phase4.5,1.4768742365501877,26.700000762939453,0.19999999999999996
2020-10-01,CPI,5.0,0,0.9824876,-7.38437118275094,7.38437118275094,2,Phase4.5,1.4768742365501877,26.700000762939453,0.19999999999999996
2020-10-01,PMI,5.0,0,0.9824876,-7.38437118275094,7.38437118275094,2,Phase4.5,1.4768742365501877,26.700000762939453,0.19999999999999996
2020-10-01,NFP,5.0,0,0.90165067,-7.38438735367651,7.38438735367651,1,Phase3,5.907509882941208,26.700000762939453,0.8
2020-10-01,CPI,5.0,0,0.9481687,-7.38438735367651,7.38438735367651,4,Phase3,5.907509882941208,26.700000762939453,0.8
2020-11-01,CPI,5.0,0,0.6130205,4.396474091483695,-4.396474091483695,2,Phase4.5,-2.1982370457418474,15.0,0.5
2020-11-01,CPI,5.0,0,0.7354282,4.396463660025962,-4.396463660025962,4,Phase3,-2.198231830012981,15.0,0.5
2020-12-01,CPI,4.0,0,0.9895401,-0.2241341365380455,0.2241341365380455,4,Phase3,0.17930730923043642,20.770000457763672,0.8
2020-12-01,RETAIL,3.0,0,0.97012895,-0.2241440188531653,0.2241440188531653,2,Phase4.5,0.04482880377063305,20.770000457763672,0.19999999999999996
2020-12-01,CPI,4.0,0,0.97012895,-0.2241440188531653,0.2241440188531653,2,Phase4.5,0.04482880377063305,20.770000457763672,0.19999999999999996
2021-01-01,CPI,3.0,0,0.9627401,-8.169081440712752,8.169081440712752,4,Phase3,4.084540720356376,15.0,0.5
2021-01-01,RETAIL,5.0,0,0.98070115,-8.169092653187775,8.169092653187775,2,Phase4.5,4.0845463265938875,15.0,0.5
2021-01-01,GDP,5.0,0,0.98070115,-8.169092653187775,8.169092653187775,2,Phase4.5,4.0845463265938875,15.0,0.5
2021-01-01,CPI,3.0,0,0.9785956,-8.169092653187775,8.169092653187775,2,Phase4.5,4.0845463265938875,15.0,0.5
2021-02-01,CPI,5.0,0,0.66629136,-4.651166540452019,4.651166540452019,4,Phase3,3.7209332323616153,30.239999771118164,0.8
2021-02-01,CPI,5.0,1,0.7354662,-4.651166540452019,-4.651166540452019,3,Phase4.5,-0.9302333080904036,30.239999771118164,0.19999999999999996
2021-02-01,PMI,4.0,1,0.75248516,-4.651166540452019,-4.651166540452019,3,Phase4.5,-0.9302333080904036,30.239999771118164,0.19999999999999996
2021-03-01,NFP,5.0,0,0.90165067,-3.364022332719797,3.364022332719797,1,Phase3,2.6912178661758377,23.350000381469727,0.8
2021-03-01,NFP,5.0,0,0.97284544,-3.364042829561789,3.364042829561789,3,Phase4.5,0.6728085659123576,23.350000381469727,0.19999999999999996
2021-03-01,CPI,5.0,0,0.9338774,-3.364022332719797,3.364022332719797,4,Phase3,2.6912178661758377,23.350000381469727,0.8
2021-03-01,CPI,5.0,0,0.97284544,-3.364042829561789,3.364042829561789,3,Phase4.5,0.6728085659123576,23.350000381469727,0.19999999999999996
2021-03-01,RETAIL,5.0,0,0.97284544,-3.364042829561789,3.364042829561789,3,Phase4.5,0.6728085659123576,23.350000381469727,0.19999999999999996
2021-03-01,PMI,5.0,0,0.97284544,-3.364042829561789,3.364042829561789,3,Phase4.5,0.6728085659123576,23.350000381469727,0.19999999999999996
2021-04-01,GDP,5.0,0,0.8863191,0.8707147695693745,-0.8707147695693745,3,Phase4.5,-0.4353573847846873,17.329999923706055,0.5
2021-04-01,CPI,5.0,0,0.8863191,0.8707147695693745,-0.8707147695693745,3,Phase4.5,-0.4353573847846873,17.329999923706055,0.5
2021-04-01,CPI,5.0,0,0.9803094,0.8707000898180585,-0.8707000898180585,4,Phase3,-0.43535004490902923,17.329999923706055,0.5
2021-05-01,RETAIL,-5.0,0,0.9846114,2.463900096653165,-2.463900096653165,3,Phase4.5,-1.2319500483265824,15.0,0.5
2021-06-01,NFP,5.0,0,0.966251,-0.427006605658867,0.427006605658867,3,Phase4.5,0.2135033028294335,17.899999618530273,0.5
2021-06-01,PMI,5.0,0,0.966251,-0.427006605658867,0.427006605658867,3,Phase4.5,0.2135033028294335,17.899999618530273,0.5
2021-06-01,CPI,5.0,0,0.966251,-0.427006605658867,0.427006605658867,3,Phase4.5,0.2135033028294335,17.899999618530273,0.5
2021-06-01,CPI,5.0,0,0.9282585,-0.4269921772332125,0.4269921772332125,4,Phase3,0.21349608861660624,17.899999618530273,0.5
2021-07-01,RETAIL,-5.0,0,0.6550348,5.324778893062794,-5.324778893062794,3,Phase4.5,-2.662389446531397,15.479999542236328,0.5
2021-07-01,GDP,-5.0,0,0.6911597,5.324778893062794,-5.324778893062794,3,Phase4.5,-2.662389446531397,15.479999542236328,0.5
2021-08-01,NFP,-3.0,1,0.7112367,0.8302628044412607,0.8302628044412607,1,Phase3,0.41513140222063033,15.0,0.5
2021-09-01,NFP,-3.0,0,0.93980944,-1.3080594737645634,1.3080594737645634,3,Phase4.5,0.6540297368822817,16.110000610351562,0.5
2021-09-01,RETAIL,-5.0,0,0.9282681,-1.3080594737645634,1.3080594737645634,3,Phase4.5,0.6540297368822817,16.110000610351562,0.5
2021-10-01,PMI,5.0,1,0.837407,-3.4188110173834296,-3.4188110173834296,3,Phase4.5,-0.6837622034766858,21.100000381469727,0.19999999999999996
2021-10-01,NFP,4.0,1,0.837407,-3.4188110173834296,-3.4188110173834296,3,Phase4.5,-0.6837622034766858,21.100000381469727,0.19999999999999996
2021-10-01,RETAIL,5.0,1,0.837407,-3.4188110173834296,-3.4188110173834296,3,Phase4.5,-0.6837622034766858,21.100000381469727,0.19999999999999996
2021-10-01,CPI,5.0,1,0.8492121,-3.4188110173834296,-3.4188110173834296,3,Phase4.5,-0.6837622034766858,21.100000381469727,0.19999999999999996
2021-10-01,NFP,4.0,1,0.6894639,-3.418804756581589,-3.418804756581589,1,Phase3,-2.7350438052652715,21.100000381469727,0.8
2021-10-01,CPI,5.0,0,0.8770079,-3.418804756581589,3.418804756581589,4,Phase3,2.7350438052652715,21.100000381469727,0.8
2021-10-01,GDP,5.0,1,0.837407,-3.4188110173834296,-3.4188110173834296,3,Phase4.5,-0.6837622034766858,21.100000381469727,0.19999999999999996
2021-11-01,RETAIL,5.0,0,0.7698474,-1.746093286037689,1.746093286037689,3,Phase4.5,0.8730466430188445,16.40999984741211,0.5
2021-11-01,CPI,5.0,0,0.7698474,-1.746093286037689,1.746093286037689,3,Phase4.5,0.8730466430188445,16.40999984741211,0.5
2021-12-01,NFP,-3.0,1,0.95010704,4.032541114984984,4.032541114984984,4,Phase4.5,0.8065082229969966,31.1200008392334,0.19999999999999996
2021-12-01,RETAIL,-5.0,1,0.9775555,4.032541114984984,4.032541114984984,3,Phase4.5,0.8065082229969966,31.1200008392334,0.19999999999999996
2021-12-01,PMI,-5.0,1,0.9726245,4.032541114984984,4.032541114984984,3,Phase4.5,0.8065082229969966,31.1200008392334,0.19999999999999996
2021-12-01,NFP,-3.0,1,0.84186053,4.032529273288697,4.032529273288697,1,Phase3,3.2260234186309575,31.1200008392334,0.8
2022-01-01,GDP,-5.0,1,0.61461794,-2.7671065337795997,-2.7671065337795997,4,Phase4.5,-1.3835532668897998,15.0,0.5
2022-01-01,NFP,-5.0,1,0.61461794,-2.7671065337795997,-2.7671065337795997,4,Phase4.5,-1.3835532668897998,15.0,0.5
2022-01-01,PMI,-5.0,1,0.61461794,-2.7671065337795997,-2.7671065337795997,4,Phase4.5,-1.3835532668897998,15.0,0.5
2022-01-01,NFP,-5.0,0,0.6011933,-2.7671191244760425,2.7671191244760425,1,Phase3,1.3835595622380212,15.0,0.5
2022-02-01,CPI,5.0,0,0.9835438,-1.0989070513328163,1.0989070513328163,4,Phase4.5,0.2197814102665632,21.959999084472656,0.19999999999999996
2022-02-01,PMI,4.0,0,0.9835438,-1.0989070513328163,1.0989070513328163,4,Phase4.5,0.2197814102665632,21.959999084472656,0.19999999999999996
2022-02-01,NFP,5.0,0,0.9835438,-1.0989070513328163,1.0989070513328163,4,Phase4.5,0.2197814102665632,21.959999084472656,0.19999999999999996
2022-02-01,CPI,5.0,0,0.9678909,-1.098900345428626,1.098900345428626,4,Phase3,0.8791202763429008,21.959999084472656,0.8
2022-02-01,NFP,5.0,0,0.70795643,-1.098900345428626,1.098900345428626,1,Phase3,0.8791202763429008,21.959999084472656,0.8
2022-03-01,CPI,5.0,0,0.6277872,-7.37232998088445,7.37232998088445,4,Phase4.5,1.4744659961768896,33.31999969482422,0.19999999999999996
2022-03-01,PMI,5.0,0,0.6277872,-7.37232998088445,7.37232998088445,4,Phase4.5,1.4744659961768896,33.31999969482422,0.19999999999999996
2022-03-01,RETAIL,5.0,0,0.6277872,-7.37232998088445,7.37232998088445,4,Phase4.5,1.4744659961768896,33.31999969482422,0.19999999999999996
2022-04-01,PMI,2.0,0,0.73242927,-8.333352578654988,8.333352578654988,4,Phase4.5,4.166676289327494,19.6299991607666,0.5
2022-04-01,CPI,4.0,0,0.8577313,-8.333352578654988,8.333352578654988,4,Phase4.5,4.166676289327494,19.6299991607666,0.5
2022-04-01,CPI,4.0,0,0.96764064,-8.333344025178697,8.333344025178697,5,Phase3,4.166672012589348,19.6299991607666,0.5
2022-05-01,CPI,4.0,1,0.6386672,3.5268053296195485,3.5268053296195485,5,Phase3,1.7634026648097743,15.0,0.5
2022-06-01,CPI,4.0,0,0.7498337,-0.758728316346405,0.758728316346405,4,Phase4.5,0.15174566326928096,25.690000534057617,0.19999999999999996
2022-06-01,RETAIL,4.0,0,0.7498337,-0.758728316346405,0.758728316346405,4,Phase4.5,0.15174566326928096,25.690000534057617,0.19999999999999996
2022-06-01,CPI,4.0,0,0.9602203,-0.7587284617014004,0.7587284617014004,5,Phase3,0.6069827693611204,25.690000534057617,0.8
2022-07-01,NFP,5.0,0,0.84573513,-2.641807366565436,2.641807366565436,4,Phase4.5,0.528361473313087,26.700000762939453,0.19999999999999996
2022-07-01,NFP,5.0,0,0.96022177,-2.6417879656339927,2.6417879656339927,2,Phase3,2.113430372507194,26.700000762939453,0.8
2022-08-01,NFP,-5.0,0,0.9226404,-1.6174447596939214,1.6174447596939214,4,Phase4.5,0.32348895193878424,22.84000015258789,0.19999999999999996
2022-08-01,CPI,-2.0,0,0.9775086,-1.6174272356447996,1.6174272356447996,5,Phase3,1.2939417885158397,22.84000015258789,0.8
2022-08-01,CPI,-2.0,0,0.9503068,-1.6174447596939214,1.6174447596939214,4,Phase4.5,0.32348895193878424,22.84000015258789,0.19999999999999996
2022-08-01,RETAIL,-5.0,0,0.9503068,-1.6174447596939214,1.6174447596939214,4,Phase4.5,0.32348895193878424,22.84000015258789,0.19999999999999996
2022-08-01,NFP,-5.0,0,0.8056111,-1.6174272356447996,1.6174272356447996,2,Phase3,1.2939417885158397,22.84000015258789,0.8
2022-08-01,PMI,-5.0,0,0.9503068,-1.6174447596939214,1.6174447596939214,4,Phase4.5,0.32348895193878424,22.84000015258789,0.19999999999999996
2022-10-01,NFP,2.0,1,0.6146884,-3.897533292754021,-3.897533292754021,2,Phase3,-1.9487666463770106,15.0,0.5
2023-01-01,PMI,-5.0,0,0.81225365,5.479452196791704,-5.479452196791704,4,Phase4.5,-2.739726098395852,15.0,0.5
2023-01-01,CPI,-4.0,0,0.9106762,5.479441830997332,-5.479441830997332,5,Phase3,-2.739720915498666,15.0,0.5
2023-01-01,GDP,-4.0,0,0.874007,5.479452196791704,-5.479452196791704,4,Phase4.5,-2.739726098395852,15.0,0.5
2023-01-01,CPI,-4.0,0,0.874007,5.479452196791704,-5.479452196791704,4,Phase4.5,-2.739726098395852,15.0,0.5
2023-02-01,RETAIL,-5.0,1,0.78401107,-4.149388879218163,-4.149388879218163,4,Phase4.5,-2.0746944396090816,17.8700008392334,0.5
2023-02-01,PMI,-5.0,0,0.8952699,-4.149388879218163,4.149388879218163,5,Phase4.5,2.0746944396090816,17.8700008392334,0.5
2023-02-01,CPI,-4.0,0,0.8952699,-4.149388879218163,4.149388879218163,5,Phase4.5,2.0746944396090816,17.8700008392334,0.5
2023-04-01,PMI,-5.0,1,0.9235937,4.560628792492796,4.560628792492796,5,Phase4.5,2.280314396246398,15.0,0.5
2023-04-01,GDP,-5.0,1,0.9097566,4.560628792492796,4.560628792492796,5,Phase4.5,2.280314396246398,15.0,0.5
2023-04-01,CPI,-5.0,1,0.9097566,4.560628792492796,4.560628792492796,5,Phase4.5,2.280314396246398,15.0,0.5
2023-04-01,CPI,-5.0,1,0.9362666,4.5606191494653805,4.5606191494653805,5,Phase3,2.2803095747326902,15.0,0.5
2023-04-01,NFP,-3.0,1,0.9097566,4.560628792492796,4.560628792492796,5,Phase4.5,2.280314396246398,15.0,0.5
2023-04-01,NFP,-3.0,0,0.81811035,4.5606191494653805,-4.5606191494653805,2,Phase3,-2.2803095747326902,15.0,0.5
2023-05-01,CPI,-5.0,1,0.8451153,8.888894347958795,8.888894347958795,5,Phase3,4.444447173979397,16.079999923706055,0.5
2023-05-01,PMI,-5.0,1,0.75672704,8.888894347958795,8.888894347958795,5,Phase4.5,4.444447173979397,16.079999923706055,0.5
2023-05-01,NFP,-2.0,0,0.9172115,8.888894347958795,-8.888894347958795,2,Phase3,-4.444447173979397,16.079999923706055,0.5
2023-06-01,PMI,5.0,0,0.6663175,-3.625005207760091,3.625005207760091,5,Phase4.5,1.8125026038800456,15.649999618530273,0.5
2023-06-01,RETAIL,5.0,0,0.6380719,-3.625005207760091,3.625005207760091,5,Phase4.5,1.8125026038800456,15.649999618530273,0.5
2023-06-01,NFP,2.0,0,0.8619967,-3.625005583444856,3.625005583444856,2,Phase3,1.812502791722428,15.649999618530273,0.5
2023-11-01,PMI,5.0,1,0.80263716,9.241694118931605,9.241694118931605,5,Phase4.5,4.620847059465802,16.8700008392334,0.5
2024-05-01,RETAIL,5.0,0,0.6617087,4.056170666122598,-4.056170666122598,5,Phase4.5,-2.028085333061299,15.390000343322754,0.5
2024-08-01,PMI,-5.0,1,0.9307645,10.719534766899308,10.719534766899308,5,Phase4.5,5.359767383449654,18.59000015258789,0.5
2024-08-01,NFP,-5.0,1,0.6044644,10.719534766899308,10.719534766899308,2,Phase3,5.359767383449654,18.59000015258789,0.5
2024-08-01,CPI,-4.0,1,0.9570849,10.719534766899308,10.719534766899308,5,Phase3,5.359767383449654,18.59000015258789,0.5
2024-08-01,NFP,-5.0,1,0.9075991,10.719534766899308,10.719534766899308,5,Phase4.5,5.359767383449654,18.59000015258789,0.5
2024-08-01,CPI,-4.0,1,0.8942602,10.719534766899308,10.719534766899308,5,Phase4.5,5.359767383449654,18.59000015258789,0.5
2024-08-01,RETAIL,-5.0,1,0.9075991,10.719534766899308,10.719534766899308,5,Phase4.5,5.359767383449654,18.59000015258789,0.5
2024-09-01,CPI,-5.0,0,0.6951872,5.447663809874459,-5.447663809874459,5,Phase4.5,-2.7238319049372297,15.0,0.5
2024-09-01,CPI,-5.0,0,0.75413483,5.447663809874459,-5.447663809874459,5,Phase3,-2.7238319049372297,15.0,0.5
2024-10-01,NFP,-5.0,1,0.9463794,-5.210460106019829,-5.210460106019829,2,Phase3,-2.6052300530099144,19.260000228881836,0.5
2024-10-01,GDP,-4.0,1,0.92531276,-5.210460106019829,-5.210460106019829,5,Phase4.5,-2.6052300530099144,19.260000228881836,0.5
2024-10-01,CPI,-4.0,1,0.92531276,-5.210460106019829,-5.210460106019829,5,Phase4.5,-2.6052300530099144,19.260000228881836,0.5
2024-10-01,NFP,-5.0,1,0.9479662,-5.210460106019829,-5.210460106019829,5,Phase4.5,-2.6052300530099144,19.260000228881836,0.5
2024-10-01,PMI,-5.0,1,0.9537581,-5.210460106019829,-5.210460106019829,5,Phase4.5,-2.6052300530099144,19.260000228881836,0.5
2024-10-01,CPI,-4.0,0,0.92267615,-5.210460106019829,5.210460106019829,5,Phase3,2.6052300530099144,19.260000228881836,0.5
2024-11-01,RETAIL,5.0,0,0.9662348,6.086950147449506,-6.086950147449506,5,Phase4.5,-1.217390029489901,21.8799991607666,0.19999999999999996
2024-11-01,NFP,5.0,0,0.96341354,6.086950147449506,-6.086950147449506,5,Phase4.5,-1.217390029489901,21.8799991607666,0.19999999999999996
2024-11-01,PMI,5.0,0,0.96213084,6.086950147449506,-6.086950147449506,5,Phase4.5,-1.217390029489901,21.8799991607666,0.19999999999999996
